Ryzen 3-4300U,Độ phân giải màn hình,Core i5-10210U,Core i7-9750HGTX 1650 4GB144Hz,Core i5-10300HGTX 1650 4GB 144Hz,8GB - 512GB VGA 3050,Ryzen 7-5800H  RTX3050 4GB - 165Hz,Loại card đồ họa,15 Inches512GB,Độ phân giải ,R5-5500U  8GB - 256GB,7GPU  16GB - 256GB,"Core i5-1135G7512GB - 14""",1star,Core i5-10210U8GB - 512GB,Cổng giao tiếp,Core i5-1035G7 8 GB / 128 GB,Loại RAM,M1 Pro  10 CPU - 16 GPU  16GB - 512GB,Core i5 1.4Ghz512GB,8GB - 256GB  VGA 1650,Chất liệu,Core i7-1065G716GB - 256GB,Kích thước màn hình,Core i7-1165G7  16GB - 1TB SSD,8GPU16GB - 512GB,Core i716GB - 1TB,Ryzen 5-4600HGTX1 650Ti 4GB - 144Hz,Kích thước, Core i5-10300HGTX 1650 4GB120Hz,I5-1135G7 8GB - 256GB,Ryzen 5-5600HGTX1650 4GB - 144Hz,3star,8GPU8GB - 512GB,Trọng lượng,Core i5-1035G48GB - 256GB,Core i7-10510U,Core i7-10750HGTX 1660Ti 6GB144Hz,Core i716GB - 512GB,R5-5600H - 144Hz - VGA 4GB RX5500M,special_price,Core i5-10300H  GTX1650TI - 144HZ,Ryzen 5-4680U 8 GB / 256 GB,Chất liệu tấm nền,Ryzen 5-5600H RTX3050 4GB - 165Hz,"i5-1135G 14""Intel Iris Xe Graphics",Core i7-10510U8GB - 1TB,17 Inches512GB,Core i5 2Ghz512GB,128GB,Pin,"Core i7-10750HRTX 2060 16GB15.6"" 144Hz",M1 Max  10 CPU - 32 GPU,16GB - 256GB,14 Inches256GB,Core i5-1035G7  8 GB / 256 GB,I5-11400H - VGA 4GB RTX3050TI - 144Hz,Core i7-10750HGTX 1650Ti 4GB144Hz,Core i3-10110U,Bluetooth,I3-1115G48GB - 128GB,Core i7-11370HRTX 3050Ti 4GB144Hz,Ryzen 5-4600HGTX 1650 4GB - 144Hz,I7-11800H - VGA 4GB RTX3050 - 144Hz,Ryzen 7-3700U8GB - 512GB,Đèn bàn phím,Core i58GB - 256GB,Hệ điều hành,5star,"i7-1165G7 14""Intel Iris Xe Graphics",Core i7-11370HGTX1650 4GB - 144Hz,Màn hình cảm ứng,4star,M1 Pro  8 CPU - 14 GPU  16GB - 512GB ,Ryzen 7-3750H8GB - 512GB,"Core i5-1135G7256GB - 14""",Core i3-1115G48GB - 512GB,Core i7-1165G78GB - 512GB,Ryzen 5-3550H8GB - 512GB,"i5-10210U 13.3""Intel UHD Graphics",Core i5-1135G716GB - 512GB,Loại CPU,7GPU8GB - 256GB,R7-5800H - 144Hz - VGA 4GB RX5500M,Core i7-9750HGTX 1650 4GB120Hz,Wi-Fi,R5-4600H  GTX 1650 4GB,8GPU8GB - 256GB,Ryzen 3-3250U4GB - 256GB,old_price,Core i516GB - 512GB,Core i7-10750HGTX 1650Ti 4GB 120Hz,256 GB,I5-1135G7 - 8GB - 512GB ,Core i7-10750HGTX1650 4GB - 144Hz,Công nghệ âm thanh,I7-11370H - /VGA 4GB RTX3050 - 120Hz,14 Inches512GB,I3-1115G4 4GB - 128GB,Core i5 1.4Ghz256GB,Core i5-1135G78GB - 128GB,Core i7-10870HGTX 1650Ti144Hz,comment_count,8GPU16GB - 256GB,8GB - 512GB,2star,Ryzen 5-3500U8GB - 512GB,Core i7-1165G716GB - 1TB,PENT N5030  4GB - 128GB,url,Dung lượng RAM,Webcam,Core i5-1135G78GB - 512GB,"Core i5-1135G7512GB - 15.6""VGA 2GB",I5-11400H - VGA 6GB RTX3060 - 144Hz,R5-4600H - 144Hz - VGA 3GB RX5300M ,"Core i7-10750HRTX 2070 8GB15.6"" 300Hz",I5-11300H - VGA 4GB RTX3050 - 120HZ,Core i7-10750HGTX 1650Ti 4GB - 120Hz,I3-1005G1  4GB - 128GB,Core i5-10300HGTX 1650Ti 4GB120Hz,"Core i5-1135G7512GB - 15.6""",I5-11400H - VGA 4GB RTX3050 - 144Hz,M1 Pro  10 CPU - 16 GPU  16GB - 1TB,Khe đọc thẻ nhớ,Tính năng đặc biệt,16GB - 512GB,"i5-1035G 15.6""NVIDIA GeForce MX350 2GB",Core i3-1115G44GB - 256GB,Công nghệ màn hình,Ryzen 7-4800HGTX 1650 4GB120Hz,R5-4600H1650Ti 4GB + 144Hz,I5-1035G1  8GB - 256GB,Core i5-10300HGTX1650TI 4GB144Hz,item_name,8GB - 256GB,Ryzen 5-3500U4GB - 256GB,Ryzen 5-4500U8GB - 512GB,"Core i3-1115G4256GB - 14""",Core i5-1035G48GB - 128GB,Ryzen 7-5800HRTX 3060 6G - 144Hz,Core i5-11300HGTX1650 4GB - 144Hz,Core i716GB - 256GB,Ryzen 5-4500U,Core i7-10870HGTX 1660Ti 6GB144Hz,Ryzen 7-4800HGTX 1650Ti 4GB - 144Hz,I7-11800H - VGA 4GB RTX3050TI - 144Hz,Core i3-1005G14GB - 128GB,Ryzen 5 Pro-4650U8GB - 512GB,Ryzen 7-4800HGTX 1660Ti 6GB144Hz,"Core i5-10300HGTX 1650 4GB15.6"" 120Hz",Core i58GB - 512GB,I7-1165G7 - 16GB - 512GB,Ổ cứng
,2160 x 1440 pixels,,,,,,"NVIDIA® GeForce® MX350, 2 GB GDDR5",,,,,,0,,"USB-C X 1 (support data and DisplayPort and Charging), USB A3.0 port x 1, USB A2.0 port x 1, 3.5 mm headset and microphone 2-in-1 jack x 1, HDMI x 1",,,,,,,,14 inches,,,,,307.5 mm x 223.8 mm x 15.9 mm,,,,0,,1.53 kg,,,,,,,,,,,,,,,,56 Wh,,,,,,,,,BT 5.0,,,,,,,,Windows 10 Home SL,0,,,,0,,,,,,,,,10th Gen Intel® Core™ i5-10210U Processor,,,,"Wi-Fi: IEEE 802.11a/b/g/n/ac, 2.4 GHz and 5 GHz, 2 x 2 MIMO, WPA/WPA2/WEP",,,,,,,,,,,,,,,,,3,,,0,,,,https://cellphones.com.vn/huawei-matebook-14.html,,,,,,,,,,,,,,,,,,,,"IPS, 100% sRGB, 300 nits",,,,,Huawei Matebook 14,,,,,,,,,,,,,,,,,,,512 GB PCIe SSD
,2560 x 1080 pixels,,,,,,"Nvidia Geforce RTX3050 4G, GDDR6",,2K (Quad HD),,,,0,,"2x USB Type-C Thunderbolt 4 [Hỗ trợ phân phối nguồn, DP 1.4a, USB 4.0 2x Type-A USB 3.2 Gen2 1x HDMI (8K @ 60Hz) 1x Mic-in / Headphone-out Combo",,"LPDDR4 4266MHz, không hỗ trợ nâng cấp",,,,,,16 inches,,,,,358.6 x 257.8 x 16.85 mm,,,,0,,1.9kg,,,,,,,,,Tấm nền IPS,,,,,,,4Cell 82Wh,,,,,,,,,v5.2,,,,,,Có,,Windows 10 Home SL ,0,,,Có,0,,,,,,,,,Intel Core i7 1195G7,,,,802.11ax Wifi 6e,,,,,,,,,,"2x 2W Speaker, Nahamic",,,,,,,2,,,0,,,,https://cellphones.com.vn/laptop-msi-summit-e16-flip-a11uct-030vn.html,16GB,"IR HD type (30fps@720p) tích hợp cảm biến ánh sáng, WC chống nhiễu",,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng",,,,100% DPI-P3,,,,,Laptop MSI Summit E16 FLIP A11UCT-030VN,,,,,,,,,,,,,,,,,,,1TB NVMe PCIe Gen 4x4 SSD (Lưu trữ tối đa : 2TB)
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX3060 Max-Q 6GB GDDR6,,Full HD,,,,0,,1 cổng Type-C (USB3.2 Gen2 / DP / Thunderbolt™3) with PD charging 1 cổng Type-C USB3.2 Gen2 3 cổng Type-A USB3.2 Gen2 1 cổng RJ-45 1 cổng HDMI,,,,,,,,15.6 inches,,,,,358.3 x 248 x 18.3-19.8 (mm),,,,0,,2.1 kg,,,,,,51.990.000,,,,,,,,,,4 Cell 99.9WHrs,,,,,,,,,Bluetooth 5.2,,,,,,,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"Intel Core i7-10870H, tốc độ 2.2 GHz tối đa 5.0GHz, bộ nhớ đệm 16MB",,,,Intel Wi-Fi 6 AX201(2*2 ax),,,,58.990.000,,,,,,,,,,,,,2,,,0,,,,https://cellphones.com.vn/laptop-msi-gaming-gs66-stealth-10ue-200vn.html,16GB,,,,,,,,,,,,,,Có,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,Tần số quét 300Hz 100% sRGB,,,,,Laptop MSI Gaming GS66 Stealth 10UE-200VN,,,,,,,,,,,,,,,,,,,2TB SSD PCIE G3X4
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,2 x USB 3.2 Gen 1  1 x USB 2.0  1 x HDMI 1.4 port 1 x headset (headphone and microphone combo) port,,"DDR4 2666MHz, 2 khe cắm tối đa 16GB",,,,Vỏ nhựa,,15.6 inches,,,,,363.96 mm x 249 mm x 18 mm - 19.90 mm,,,,1,,1.96 kg,,,,,,17.990.000,,,,,,,,,,3-Cell 42WHr,,,,,,,,,v5.0,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"Intel® Core™ i5-1135G7 (2.40GHz up to 4.20GHz, 8MB Cache)",,,,Qualcomm QCA9377 (DW1810) 802.11ac 1x1 WiFi,,,,18.990.000,,,,,,2 loa,,,,,,,10,,,0,,,,https://cellphones.com.vn/laptop-dell-insprion-3501-n3501b.html,4GB,HD Camera,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,Màn hình chống lóa,,,,,Laptop Dell Inspiron 3501 N3501B,,,,,,,,,,,,,,,,,,,512GB SSD PCIe 3 x4 NVMe
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,"2x Thunderbolt™ 4 USB-C® (up to 40 Gbps, DisplayPort and power delivery support) 1x USB 3.2 Gen 2 Type-A 1x HDMI 1x Audio combo jack",,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",,,,,,14 inches,,,,,320 x 203 x 14.9 (mm),,,,0,,0.995 kg,,,,,,36.990.000,,,Tấm nền IPS,,,,,,," 4 Cell, 66WHr",,,,,,,,,v5.0,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"Intel® Core i7-1165G7 upto 4.70GHz, 4 nhan 8 luồng 12MB Cache",,,,WiFi 6 (802.11ax),,,,37.990.000,,,,,,2 Loa,,,,,,,2,,,0,,,,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc0790t.html,16GB,HD 720p	,,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6",,,,"Màn hình chống loá, 100% sRGB, 72% NTSC, 400nits",,,,,Laptop ASUS ExpertBook B9400CEA-KC0790T,,,,,,,,,,,,,,,,,,,1TB SSD PCIE G3X4
,2560 x 1440 pixels (2K),,,,,,NVIDIA® GeForce RTX™ 3050 Ti 4GB GDDR6,,2K (Quad HD),,,,0,,2x Type C USB 3.2 Gen 2 with Power Delivery and Display Port 2x USB 3.2 Gen 2 Type-A 1x HDMI 2.0b 1x 3.5mm Combo Audio Jack 1x card reader (microSD),,16GB (8GB DDR4 on board + 8GB DDR4 3200MHz),,,,,,15.6 inches,,,,,35.5(W) x 24.3(D) x 1.99(H) cm,,,,0,,1.9 kg,,,,,,38.490.000,,,Tấm nền IPS,,,,,,," 4-cell, 90WHrs Li-ion",,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"AMD Ryzen™ 9 5900HS Processor 3.1 GHz (3.3GHz up to 4.6GHz, 8 cores 16 threads)",,,,Wi-Fi 6(802.11ax),,,,39.990.000,,,,,,,,,,,,,6,,,0,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qe-hq078t.html,16GB,,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,"Màn hình chống loá, tần số quét 165Hz, FreeSync",,,,,Laptop ASUS Gaming ROG Zephyrus G15 GA503QE-HQ078T,,,,,,,,,,,,,,,,,,,512GB M.2 NVMe™ PCIe® 3.0 SSD
,1536 x 1024 pixels,,,,,,Intel UHD Graphics,,Full HD,,,,0,,1 cổng USB-C  1 cổng USB-A  1 cổng 3.5 mm headphone jack  1 cổng Surface Connect port,,LPDDR4x,,,,,,12.4 inches,,,,,278.18 mm x 205.67 mm x 15.69 mm,,,,0,,"1,110 g",,,,,,14.990.000,,,Tấm nền IPS,,,,,,,Lên đến 13 giờ (Tùy vào nhu cầu sử dụng),,,,,,,,,5.0,,,,,,,,Windows 10 Home in S mode,0,,,Có,0,,,,,,,,,10th Gen Intel Core i5 processor – 1035G1,,,,Wi-Fi 6: 802.11ax,,,,16.990.000,,,,,,"Mics Studio trường xa kép, Loa Omnisonic với Dolby® Audio ™",,,,,,,16,,,0,,,,https://cellphones.com.vn/surface-laptop-go-21k-00019.html,4GB,"Camera 720p, khẩu độ f2.0",,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng, Bảo mật vân tay",,,,"Công nghệ màn hình PixelSense, cảm ứng đa điểm",,,,,Surface Laptop Go 12.4,,,,,,,,,,,,,,,,,,,64GB
,3840 x 2160 pixels,,,,,,NVIDIA GeForce RTX 3070 8GB GDDR6,,4K (Ultra HD),,,,0,,"1 x Cổng HDMI 2.0b 3 x Cổng USB Type-A 3.2 Gen 2 1 x Cổng USB Type-C 3.2 Gen 2 (DisplayPort, Power Delivery) 1 x Cổng âm thanh/microphone 3.5 mm 1 x Cổng microSD (Hỗ trợ SD, SDHX, SDXC) 1 x Cổng LAN (RJ-45) 1 x Cổng ngu",,"DDR4 3200MHz, 1 khe cắm hỗ trợ tối đa 48GB",,,,,,15.6 inches,,,,,,,,,0,,2.48 kg,,,,,,,,,Tấm nền IPS,,,,,,,4-Cell (90 Wh),,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL,0,,,Có,0,,,,,,,,,AMD Ryzen 9-5900HX 8-Core 3.3GHz ,,,,Wi-Fi 802.11ax,,,,,,,,,,"2 loa, Dolby Atmos",,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-duo-15-se-gx551qr-120hz.html,32GB,,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng",,,,"Tần sô quét 120Hz, màn hình chống chói, 100% Adobe RGB",,,,,Laptop ASUS Gaming ROG Zephyrus Duo 15 SE GX551QR-HB066T,,,,,,,,,,,,,,,,,,,1TB PCIe NVMe SSD
,1920 x 1080 pixels (FullHD),,22.890.000,,,,nVidia Geforce GTX 1650Ti 4GB DDR5,,Full HD,,,,0,,1 cổng Type C USB 3.2 Gen 2 hỗ trợ Display Port và G-Sync  3 cổng Type A USB 3.2 Gen 1  1 cổng HDMI 2.0b  1 cổng combo tai nghe 3.5mm,,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",,,,,,15.6 inches,,,,,32.4 x 22.59 x 1.99 cm,,,,0,,2.39 Kg,,,29.850.000,,,26.990.000,,,,,,,,,,3 cell /48WHrs,,,,,,,25.850.000,,Bluetooth 5.0 ,,,,,,,,Windows 10 Home 64 SL,0,,,Không,0,,,,,,,,,"Intel Core i7-10870H, tốc độ 2.2GHz tối đa lên đến 5.0GHz, bộ nhớ đệm 16MB",,,22.850.000,Intel Wi-Fi 6(Gig+)(802.11ax),,,,28.990.000,,,,,,,,,,,,26.990.000,9,,,0,,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g512-i7-10870h.html,8GB,,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,Tần số quét 144Hz Độ sáng 250 nits,,,,22.090.000,Laptop ASUS Gaming ROG Strix G512-IHN281T,,,,,,,,,,,,,,,,,,,512G M.2 NVMe™ PCIe® 3.0 SSD
,1920 x 1080 pixels (FullHD),,,,,,Intel UHD Graphics,,Full HD,,,,0,,2x USB 3.2 Gen 1 ports 1x USB 2.0 port 1x HDMI 1.4 port 1x Audio jack,,"4GB (4x1) DDR4 2666MHz, 2 khe cắm tối đa 16GB",,,,Vỏ nhựa,,15.6 inches,,,,,358.5 x 235.56 x 18.99 mm,,,,0,,1.73 kg,,,,,,14.990.000,,,Tấm nền VA,,,,,,,3 Cell 41WHr,,,,,,,,,v5.0,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,,,,802.11 AC,,,,15.290.000,,,,,,"Stereo speakers, 2 W x 2 = 4 W total",,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-dell-inspiron-3511-p112f001abl.html,4GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Viền màn hình siêu mỏng",,,,Màn hình chống loá,,,,,Laptop Dell Inspiron 3511 P112F001ABL,,,,,,,,,,,,,,,,,,,256GB SSD M.2 PCIE
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,,Full HD,,,,0,,2x USB 3.2 Gen 1 ports 1x USB 3.2 Gen 2 Type-C port with DisplayPort and PowerDelivery 1x HDMI 1.4 port,,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",,,,Vỏ nhựa,,15.6 inches,,,,,356.10 x 234.5 x 17.9 (mm),,,,0,,1.65 Kg,,,,,,24.490.000,,,,,,,,,,3 Cell 40WHr,,,,,,,,,v5.0,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,,,,802.11 AC,,,,25.990.000,,,,,,Realtek ALC3204,,,,,,,24,,,0,,,,https://cellphones.com.vn/laptop-dell-inspiron-5502-n5502a.html,8GB,HD Webcam,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,Màn hình chống lóa,,,,,Laptop Dell Inspiron 5502 N5502A,,,,,,,,,,,,,,,,,,,512GB SSD M.2 PCIE
,1920 x 1080 pixels (FullHD),,,,,,Intel® Iris Xe Graphics,,Full HD,,,,0,,2 x USB 3.1 Gen 1 Type-A 1 x USB 3.1 Gen 1 Type-C 1 x HDMI ; 1 x RJ45 1 x Headphone/Microphone combo audio jack 1 x SATA3 (no cable),,4GB DDR4 2666Mhz,,,,,,14 inches,,,,,32.4 x 22.59 x 1.99 cm (W x D x H)	,,,,0,,1.47 kg,,,,,,16.190.000,,,Tấm nền IPS,,,,,,,3 Cell Int (41.04Wh),,,,,,,,,v4.2,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i5 1135G7-2.4Ghz upto 4.2Ghz 8Mb Cache,,,, 802.11 ac,,,,17.590.000,,,,,,Realtek High Definition Audio,,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-hp-240-g8-3d0e1pa.html,4GB,HD 720p ,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,"Màn hình chống loá, 250 nits, 45% NTSC",,,,,Laptop HP 240 G8 3D0E1PA,,,,,,,,,,,,,,,,,,,256GB SSD PCIe (M.2 2280)
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA® GeForce® GTX 1650 4G-GDDR6,,Full HD,,,,0,," 2 x USB 3.2 Gen 1 ports with one featuring power-off USB charging 1 x USB Type-C port: USB 3.2 Gen 1 (up to 5 Gbps) 1 x USB 2.0 port 1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone 1 x HDMI®port wi",,"DDR4 3200Mhz, 2 khe cắm tối đa 32GB",,,,Vỏ nhựa,,15.6 inches,,,,,363.4 (W) x 254.5 (D) x 22.9 (H) mm,,,,0,,2.15kg,,,,,,20.190.000,,,Tấm nền IPS,,,,,,,"48Wh, Li-ion",,,,,,,,,v5.0,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"Intel Core i5-10300H (2.50 Ghz, 8 MB)",,,,Wi-Fi 6(Gig+) (802.11ax),,,,20.990.000,,,,,,2 loa,,,,,,,44,,,0,,,,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-75g-56zl.html,8GB,720p HD,,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6",,,,Chống chói,,,,,Laptop Acer Gaming Aspire 7 A715-75G-56ZL NH.Q97SV.001,,,,,,,,,,,,,,,,,,,512GB SSD PCIe NVMe
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,1x USB 3.2 Gen 2 Type-C port with DisplayPort alt mode/Power Delivery 2x USB 3.2 Gen 1 Type-A ports 1x HDMI 1.4b 1x Headset Jack 1x power-adapter port Finger Print,,"DDR4 3200MHz, 2 khe cắm tối đa 32GB ",,,,Vỏ nhựa,,15.6 inches,,,,,355 x 228 x 17.9 (mm),,,,0,,1.75 kg,,,,,,22.490.000,,,Tấm nền VA,,,,,,,4 Cell 54WHr,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i5-11300H 2.6GHz up to 4.4GHz 8MB,,,,Intel Wi-Fi 6 2x2 (Gig+),,,,22.990.000,,,,,,Realtek High Definition Audio,,,,,,,3,,,0,,,,https://cellphones.com.vn/laptop-dell-insprion-15-5510-0wt8r1.html,8GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,Màn hình chống loá,,,,,Laptop Dell Inspiron 15 5510 0WT8R1,,,,,,,,,,,,,,,,,,,256GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 PCIE)
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon™ Graphics,,Full HD,,,,0,,2x USB 3.2 Gen 1 ports with one featuring power-off USB charging 1x USB 3.2 Type-C (up to 5 Gbps) 1x USB 2.0 port 1x 3.5 mm jack 1x HDMI 1x Ethernet (RJ-45) ,,"DDR4 3200MH, 2 khe cắm tối đa 32GB",,,,,,15.6 inches,,,,,363.4 x 254.5 x 22.9 (mm),,,,0,,2.1 kg,,,,,,20.490.000,,,Tấm nền IPS,,,,,,,4 Cell 48Whr,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB,,,,Wi-Fi 6(Gig+)(802.11ax) (2x2),,,,20.990.000,,,,,,True Harmony; Dolby Audio Premium,,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-acer-aspire-7-a715-42g-r1sb.html,8GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,"Tần số quét 144Hz, LED LCD",,,,,Laptop Acer Gaming Aspire 7 A715-42G-R1SB NH.QAYSV.005,,,,,,,,,,,,,,,,,,,256GB PCIe® NVMe™ M.2 SSD
,1920 x 1080 pixels (FullHD),,,,,, Geforce GTX 1660Ti,,Full HD,,,,0,,1x Type-C (USB4 / DP / Thunderbolt™4) with PD charging 2x Type-A USB3.2 Gen1 1x (4K @ 60Hz) HDMI,,"DDR4 3200MHz, 2 khe, hỗ trợ tối đa 32GB",,,,Vỏ kim loại,,15.6 inches,,,,,358 x 248 x 15.95 (mm),,,,0,,1.69 kg,,,,,,32.280.000,,,Tấm nền IPS,,,,,,,3Cell 52WHr,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL,0,,,Không,0,,,,,,,,, Intel Core i7 1185G7,,,,Intel Wi-Fi 6 AX201 (2x2),,,,34.490.000,,,,,,"2 loa, Realtek High Definition Audio",,,,,,,16,,,0,,,,https://cellphones.com.vn/laptop-msi-stealth-15m-a11sdk-061vn.html,16GB,720p FaceTime HD camera,,,,,,,,,,,,,Có,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,"Tần số quét 144Hz, IPS LCD LED Backlit, True Tone, Độ phủ màu 45% NTSC",,,,,Laptop Gaming MSI Stealth 15M A11SDK 061VN,,,,,,,,,,,,,,,,,,, 512GB SSD NVMe M.2 PCIe Gen 3 x 4
,1080 x 1920 pixels (FullHD),,,,,,AMD Radeon™ Graphics,,Full HD,,,,0,,1x USB 2.0 Type-A  1x USB 3.2 Gen 2 Type-A  1x USB 3.2 Gen 2 Type-C  1x HDMI 1.4  1x Jack 3.5mm,,"DDR4 3200MHz 8GB (4GB onboard + 4GB), 1 khe hỗ trợ tối đa 20GB",,,,,,15.6 inches,,,,,35.98 x 23.53 x 1.86 cm,,,,0,,1.8kg,,,,,,17.990.000,,,Tấm nền TN,,,,,,,3 cell /42WHrs,,,,,,,,,v5.0,,,,,,,,Windows 10 Home,0,,,Không,0,,,,,,,,,AMD Ryzen™ 7-5700U,,,,Wi-Fi 6(802.11ax),,,,18.790.000,,,,,,"Sonic Master, harmon/ kardon//harman/kardon (Mainstream)",,,,,,,30,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-ej033t.html,8GB,720p HD camera,,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",,,,"Độ sáng 200nits, chống chói 45% NTSC ",,,,,Laptop ASUS VivoBook M513UA-EJ033T,,,,,,,,,,,,,,,,,,,512GB SSD
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX 3050   Ti 4GB GDDR6,,Full HD,,,,0,,"1 x 3.5mm Audio Jack1 x HDMI 2.01 x Type C USB3.1 (GEN2) support DP function1x RJ45, 3 x Type A USB3.1 (GEN1)1 x 3.5mm Audio Jack1 x HDMI 2.01 x Type C USB3.1 (GEN2) support DP function1x RJ45, 3 x Type A USB3.1",,"DDR4 3200MHz, 2 khe cắm hỗ trợ  tối đa 32GB",,,,,,15.6 inches,,,,,35.4(W) x 25.9(D) x 2.07 ~ 2.6(H) cm,,,,0,,2.1 kg,,,,,,30.490.000,,,Tấm nền IPS,,,,,,,"4-cell, 56WHrs",,,,,,,,,Bluetooth 5.1,,,,,,Có,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"AMD Ryzen 7 5800H 3.2 GHz  (16M Cache, up to 4.4 GHz)",,,,Intel Wi-Fi 6(Gig+)(802.11ax),,,,30.990.000,,,,,,Dolby Atmos,,,,,,,9,,,0,,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513qe-hn010t.html,16GB,Không hỗ trợ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,"Tần số quét 144Hz,  màn hình chống loá",,,,,Laptop ASUS Gaming ROG Strix G15 G513QE-HN010T,,,,,,,,,,,,,,,,,,,512GB SSD NVMe M.2 PCIe Gen 3 x 4
